,coc,con,brc,brn,OC,BCM,BC,MBC,SCA,SC,ST,Year
210,1219,"SRI VENKATESWARA COLLEGE OF ENGINEERING (AUTONOMOUS),POST BAG NO.1,,KANCHEEPURAM DIST, PIN - 602117.",EC,ELECTRONICS AND COMMUNICATION ENGG.,193.25,188.25,192.25,188.25,133.0,163.5,123.0,2018
211,1304,"EASWARI ENGINEERING COLLEGE,BHARATHI SALAI,,THIRUVALLUR DIST, PIN - 600089.",CS,COMPUTER SCIENCE AND ENGG.,189.25,184.5,187.0,177.0,142.5,148.25,137.5,2018
212,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CS,COMPUTER SCIENCE AND ENGG.,196.0,192.0,195.25,193.0,155.0,176.5,151.0,2018
213,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EC,ELECTRONICS AND COMMUNICATION ENGG.,195.75,190.75,194.75,192.5,148.0,177.75,153.75,2018
214,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",IT,INFORMATION TECHNOLOGY,195.0,190.5,194.25,190.5,127.5,174.0,135.75,2018
215,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",ME,MECHANICAL ENGINEERING,194.5,189.75,192.75,190.75,147.5,171.5,176.75,2018
216,1321,"CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY,T.V.K INDUSTRIAL ESTATE,,CHENNAI DIST, PIN - 600032.",MN,MANUFACTURING ENGINEERING,186.5,182.5,181.75,176.5,113.25,157.5,129.5,2018
217,1516,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,BAGAYAM,VELLORE DIST, PIN - 632002.",CE,CIVIL ENGINEERING,175.25,154.75,149.25,157.75,135.75,138.0,136.25,2018
218,1516,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,BAGAYAM,VELLORE DIST, PIN - 632002.",EC,ELECTRONICS AND COMMUNICATION ENGG.,181.0,124.0,172.0,172.25,96.0,144.0,182.0,2018
219,1516,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,BAGAYAM,VELLORE DIST, PIN - 632002.",EE,ELECTRICAL AND ELECTRONICS ENGG.,172.75,134.0,158.75,160.0,119.5,146.25,129.75,2018
220,1516,"THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,BAGAYAM,VELLORE DIST, PIN - 632002.",ME,MECHANICAL ENGINEERING,176.5,153.75,168.0,161.5,145.75,136.25,146.0,2018
221,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,CIVIL ENGINEERING,191.0,185.75,189.75,188.0,171.75,170.75,153.5,2018
222,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,ELECTRICAL AND ELECTRONICS ENGG.,195.0,189.75,194.25,193.0,180.0,184.5,179.75,2018
223,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,ELECTRONICS AND INSTRU ENGG.,193.0,186.25,191.5,188.5,156.0,170.0,163.75,2018
224,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,INDUSTRIAL BIO-TECHNOLOGY,189.75,181.5,186.5,181.75,150.5,158.25,165.75,2018
225,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,MECHANICAL ENGINEERING,193.75,188.0,192.5,191.0,178.25,176.5,180.25,2018
226,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,PRODUCTION ENGINEERING,190.0,179.5,188.5,186.25,148.5,163.75,134.0,2018
227,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",AS,AUTOMOBILE ENGINEERING (SS),193.25,189.75,191.5,189.5,148.0,162.25,115.5,2018
228,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BS,BIO TECHNOLOGY (SS),195.0,194.25,193.0,190.5,189.75,180.5,166.25,2018
229,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CM,COMPUTER SCIENCE AND ENGG.(SS),198.5,194.25,197.75,195.5,173.5,182.75,176.0,2018
230,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EC,ELECTRONICS AND COMMUNICATION ENGG.,198.75,197.25,198.25,196.75,187.0,190.0,170.25,2018
231,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EE,ELECTRICAL AND ELECTRONICS ENGG.,197.5,194.75,197.0,195.5,186.25,189.25,176.75,2018
232,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),197.75,193.75,197.33,195.5,162.5,186.75,160.25,2018
233,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IM,INFORMATION TECHNOLOGY(SS),197.0,192.75,196.5,193.75,156.25,175.75,152.0,2018
234,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ME,MECHANICAL ENGINEERING,198.0,196.25,197.0,195.75,183.25,188.75,173.25,2018
235,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MF,MECHANICAL ENGINEERING(SS),196.75,194.5,196.25,194.0,174.5,181.5,172.5,2018
236,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MS,MECHANICAL ENGG (SANDWICH)(SS),194.5,188.5,192.5,190.5,187.5,164.5,151.25,2018
237,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CH,CHEMICAL ENGINEERING,194.0,191.5,193.25,191.25,178.0,176.0,163.0,2018
238,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CM,COMPUTER SCIENCE AND ENGG.(SS),195.5,190.25,195.25,193.0,163.75,174.5,127.0,2018
239,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CS,COMPUTER SCIENCE AND ENGG.,196.75,195.5,196.25,194.0,182.5,178.25,168.25,2018
240,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EC,ELECTRONICS AND COMMUNICATION ENGG.,196.75,192.25,196.5,195.0,170.25,183.25,182.0,2018
241,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EY,ELEC AND ELECTRONICS ENGG (SS),194.25,188.0,194.0,190.25,175.0,171.0,159.25,2018
242,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",ME,MECHANICAL ENGINEERING,195.33,192.5,194.67,192.75,178.25,177.75,160.75,2018
243,2025,"ANNA UNIVERSITY REGIONAL CAMPUS, COIMBATORE,MARUTHAMALAI MAIN ROAD, NAVAVOOR,COIMBATORE DIST, PIN - 641046.",CS,COMPUTER SCIENCE AND ENGG.,190.0,177.5,184.0,182.25,179.0,166.0,157.25,2018
244,2025,"ANNA UNIVERSITY REGIONAL CAMPUS, COIMBATORE,MARUTHAMALAI MAIN ROAD, NAVAVOOR,COIMBATORE DIST, PIN - 641046.",ME,MECHANICAL ENGINEERING,182.5,173.0,176.25,175.0,139.75,152.0,96.75,2018
245,2345,"DHIRAJLAL GANDHI COLLEGE OF TECHNOLOGY,SALEM BENGALURU HIGHWAY,OPPOSITE TO AIRPORT,,SALEM DIST, PIN - 636309.",CS,COMPUTER SCIENCE AND ENGG.,156.75,132.0,122.25,134.75,116.0,86.0,112.5,2018
246,2345,"DHIRAJLAL GANDHI COLLEGE OF TECHNOLOGY,SALEM BENGALURU HIGHWAY,OPPOSITE TO AIRPORT,,SALEM DIST, PIN - 636309.",EC,ELECTRONICS AND COMMUNICATION ENGG.,151.0,109.0,113.5,90.25,116.5,91.0,83.5,2018
247,2357,"V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,NH-209,COIMBATORE-POLLACHI MAIN ROAD,COIMBATORE DIST, PIN - 642109.",EC,ELECTRONICS AND COMMUNICATION ENGG.,174.25,124.0,144.25,96.0,138.25,81.75,77.75,2018
248,2369,"GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,CHETTIKARAI (POST) , CHETTIKARAI (VILLAGE),DHARMAPURI DIST, PIN - 636704.",CE,CIVIL ENGINEERING,159.5,121.25,136.75,145.0,151.5,114.0,145.75,2018
249,2369,"GOVERNMENT COLLEGE OF ENGINEERING - DHARMAPURI,CHETTIKARAI (POST) , CHETTIKARAI (VILLAGE),DHARMAPURI DIST, PIN - 636704.",CS,COMPUTER SCIENCE AND ENGG.,176.0,161.0,164.25,170.75,144.75,128.5,105.5,2018
250,2377,"PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,NH 544, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",EC,ELECTRONICS AND COMMUNICATION ENGG.,195.25,187.5,194.0,191.25,151.75,164.0,150.0,2018
251,2377,"PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH,NH 544, AVINASHI ROAD,,COIMBATORE DIST, PIN - 641062.",EE,ELECTRICAL AND ELECTRONICS ENGG.,193.0,183.0,192.25,188.0,143.75,161.5,88.5,2018
252,2603,"GOVERNMENT COLLEGE OF ENGINEERING - BARGUR (AUTONOMOUS),BARGUR (POST) , MADEPALLI (VILLAGE),KRISHNAGIRI DIST, PIN - 635104.",EC,ELECTRONICS AND COMMUNICATION ENGG.,188.75,162.75,183.5,180.5,150.75,149.0,94.25,2018
253,2603,"GOVERNMENT COLLEGE OF ENGINEERING - BARGUR (AUTONOMOUS),BARGUR (POST) , MADEPALLI (VILLAGE),KRISHNAGIRI DIST, PIN - 635104.",ME,MECHANICAL ENGINEERING,179.25,166.75,171.75,172.5,127.75,134.5,143.0,2018
254,2609,"MAHENDRA ENGINEERING COLLEGE (AUTONOMOUS),MAHENDHIRAPURI,,NAMAKKAL DIST, PIN - 637503.",AG,AGRICULTURE ENGINEERING,156.75,140.0,111.5,110.75,125.25,130.25,109.25,2018
255,2611,"PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),NH-7, PAAVAI NAGAR,,NAMAKKAL DIST, PIN - 637018.",BM,BIO MEDICAL ENGINEERING,168.0,105.25,93.0,137.75,159.5,128.5,110.75,2018
256,2611,"PAAVAI ENGINEERING COLLEGE (AUTONOMOUS),NH-7, PAAVAI NAGAR,,NAMAKKAL DIST, PIN - 637018.",EC,ELECTRONICS AND COMMUNICATION ENGG.,147.5,108.5,99.0,111.5,107.75,113.75,91.25,2018
257,2615,"GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),NH 7, BANGALORE HIGHWAY,,SALEM DIST, PIN - 636011.",CE,CIVIL ENGINEERING,185.75,171.0,181.5,182.25,158.75,154.5,160.5,2018
258,2615,"GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),NH 7, BANGALORE HIGHWAY,,SALEM DIST, PIN - 636011.",CS,COMPUTER SCIENCE AND ENGG.,193.5,187.25,192.25,190.75,174.0,173.5,151.5,2018
259,2615,"GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),NH 7, BANGALORE HIGHWAY,,SALEM DIST, PIN - 636011.",ME,MECHANICAL ENGINEERING,190.0,184.5,187.5,186.0,167.75,159.25,149.25,2018
260,2615,"GOVERNMENT COLLEGE OF ENGINEERING - SALEM (AUTONOMOUS),NH 7, BANGALORE HIGHWAY,,SALEM DIST, PIN - 636011.",MT,METALLURGICAL ENGINEERING,189.0,181.75,187.0,185.0,187.75,159.5,163.5,2018
261,2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",EE,ELECTRICAL AND ELECTRONICS ENGG.,167.5,131.25,151.25,153.0,151.0,117.75,114.5,2018
262,2618,"SONA COLLEGE OF TECHNOLOGY (AUTONOMOUS),JUNCTION MAIN ROAD,,SALEM DIST, PIN - 636005.",ME,MECHANICAL ENGINEERING,158.0,139.75,140.0,135.5,92.25,97.75,120.25,2018
263,2640,"JAYALAKSHMI INSTITUTE OF TECHNOLOGY,THOPPUR (POST) , THOPPUR (VILLAGE),DHARMAPURI DIST, PIN - 636352.",CS,COMPUTER SCIENCE AND ENGG.,97.25,93.25,87.25,80.25,78.25,78.5,91.75,2018
264,2650,"CHRIST THE KING ENGINEERING COLLEGE,CECILIA GARDENS,,COIMBATORE DIST, PIN - 641104.",CS,COMPUTER SCIENCE AND ENGG.,129.5,93.5,86.0,85.5,112.25,86.5,103.75,2018
265,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AG,AGRICULTURE ENGINEERING,181.5,162.5,163.25,157.25,159.25,129.5,163.25,2018
266,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CS,COMPUTER SCIENCE AND ENGG.,190.0,178.5,187.75,179.0,121.25,108.0,118.25,2018
267,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,ELECTRONICS AND COMMUNICATION ENGG.,188.75,167.5,186.25,177.0,120.5,91.5,109.5,2018
268,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CE,CIVIL ENGINEERING,186.25,166.5,183.25,177.5,112.75,149.0,109.0,2018
269,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CS,COMPUTER SCIENCE AND ENGG.,194.75,187.5,193.5,189.75,150.0,165.5,150.25,2018
270,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EC,ELECTRONICS AND COMMUNICATION ENGG.,193.25,180.0,192.25,188.25,152.5,159.0,154.0,2018
271,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",ME,MECHANICAL ENGINEERING,190.25,184.75,189.5,185.0,145.0,155.5,143.5,2018
272,2718,"SRI KRISHNA COLLEGE OF ENGINEERING & TECHNOLOGY (AUTONOMOUS),KUNIAMUTHUR (POST) , KUNIAMUTHUR (VILLAGE),COIMBATORE DIST, PIN - 641008.",EE,ELECTRICAL AND ELECTRONICS ENGG.,187.75,163.25,185.5,176.25,127.0,127.5,113.25,2018
273,2719,"SRI RAMAKRISHNA ENGINEERING COLLEGE (AUTONOMOUS),VATTAMALAIPALAYAM,,COIMBATORE DIST, PIN - 641022.",CS,COMPUTER SCIENCE AND ENGG.,186.5,170.25,183.25,171.0,136.75,108.25,121.75,2018
274,2723,"VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),PERUNDURAI ROAD,,ERODE DIST, PIN - 638012.",BM,BIO MEDICAL ENGINEERING,169.75,117.75,148.0,101.25,138.75,109.25,126.75,2018
275,2725,"SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY (AUTONOMOUS),PACHAPALAYAM,,COIMBATORE DIST, PIN - 641010.",CS,COMPUTER SCIENCE AND ENGG.,165.25,120.75,154.25,125.5,106.0,88.75,116.0,2018
276,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",CS,COMPUTER SCIENCE AND ENGG.,186.75,179.0,181.25,175.5,156.5,154.0,109.0,2018
277,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",EE,ELECTRICAL AND ELECTRONICS ENGG.,177.25,155.25,170.25,170.0,117.0,155.5,157.5,2018
278,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",ME,MECHANICAL ENGINEERING,181.75,168.75,173.5,172.25,151.5,149.25,154.5,2018
279,3011,"UNIVERSITY COLLEGE OF ENGINEERING, TIRUCHIRAPPALLI,TRICHY,TIRUCHIRAPALLI DIST, PIN - 620024.",PC,PETRO CHEMICAL TECHNOLOGY,178.5,164.75,174.5,171.25,115.0,144.0,129.0,2018
280,3464,"GOVERNMENT COLLEGE OF ENGINEERING - THANJAVUR,GANDARVAKOTTAI ROAD,,THANJAVUR DIST, PIN - 613402.",ME,MECHANICAL ENGINEERING,167.5,153.25,160.25,158.0,116.75,133.5,99.75,2018
281,3465,"GOVERNMENT COLLEGE OF ENGINEERING - SRIRANGAM,GCES,,TIRUCHIRAPALLI DIST, PIN - 620012.",ME,MECHANICAL ENGINEERING,171.75,163.75,162.25,163.75,118.75,146.5,150.0,2018
282,3812,"MOOKAMBIGAI COLLEGE OF ENGINEERING,SRINIVASANAGAR,,PUDUKKOTTAI DIST, PIN - 622502.",ME,MECHANICAL ENGINEERING,116.0,107.75,86.0,97.0,84.5,80.5,88.5,2018
283,3819,"SARANATHAN COLLEGE OF ENGINEERING,VENKATESWARA NAGAR,,TIRUCHIRAPALLI DIST, PIN - 620012.",ME,MECHANICAL ENGINEERING,167.5,150.5,150.5,138.0,139.0,126.25,123.25,2018
284,3826,"KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,TRICHY - NAMAKKAL MAIN ROAD,,TIRUCHIRAPALLI DIST, PIN - 621215.",ME,MECHANICAL ENGINEERING,134.75,111.0,100.75,83.75,93.0,87.5,88.0,2018
285,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",CS,COMPUTER SCIENCE AND ENGG.,190.75,187.75,188.25,180.0,109.75,167.25,163.5,2018
286,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",EE,ELECTRICAL AND ELECTRONICS ENGG.,186.75,184.0,184.0,175.0,125.5,158.75,107.0,2018
287,4974,"GOVERNMENT COLLEGE OF ENGINEERING - TIRUNELVELI,KANYAKUMARI ROAD,,THIRUNELVELI DIST, PIN - 627007.",ME,MECHANICAL ENGINEERING,183.5,181.75,178.25,172.0,134.5,153.75,125.0,2018
288,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",CE,CIVIL ENGINEERING,193.5,188.5,191.25,190.5,179.75,179.25,128.25,2018
289,5008,"THIAGARAJAR COLLEGE OF ENGINEERING (AUTONOMOUS),TIRUPARANKUNDRAM (POST) , TIRUPARANKUNDRAM (VILLAGE),MADURAI DIST, PIN - 625015.",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),194.75,193.25,194.25,190.75,145.0,170.5,98.5,2018
290,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",CE,CIVIL ENGINEERING,185.25,180.5,182.5,181.5,125.75,165.5,135.0,2018
291,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",EE,ELECTRICAL AND ELECTRONICS ENGG.,188.5,178.5,185.5,184.75,106.25,159.75,164.75,2018
292,5901,"ALAGAPPA CHETTIAR GOVT. COLLEGE OF ENGG. AND TECH. (AUTONOMOUS),ACCET, KARAIKUDI (AN AUTONOMOUS GOVT. INSTITUTION),SIVAGANGA DIST, PIN - 630003.",ME,MECHANICAL ENGINEERING,187.25,181.25,185.25,181.25,146.75,156.0,129.5,2018
293,5910,"PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY,KOTHANDARAMAN NAGAR,,DINDIGUL DIST, PIN - 624622.",ME,MECHANICAL ENGINEERING,155.75,123.75,137.0,80.5,146.25,85.0,119.0,2018
294,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,Bio- Medical Engineering (SS),192.0,188.0,188.0,187.5,152.0,178.5,144.5,2019
295,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,Civil Engineering,189.75,186.0,188.5,186.0,152.5,183.0,171.5,2019
296,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,Computer Science and Engineering (SS),195.0,192.5,194.0,191.5,182.0,183.0,176.5,2019
297,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,Electronics and Communication Engineering,196.75,195.0,195.5,193.0,179.5,191.0,186.0,2019
298,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,Electrical and Electronics Engineering,195.0,190.0,192.0,191.5,176.5,184.5,182.75,2019
299,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,Electronics and Communication Engg. (SS),193.33,191.0,191.75,189.0,154.5,179.0,170.75,2019
300,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,Geo-Informatics,187.5,183.0,185.25,183.5,170.25,174.0,165.0,2019
301,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,Information Tech. (SS),192.5,189.0,190.5,188.5,155.0,177.0,181.25,2019
302,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,Mechanical Engineering,192.5,189.75,190.5,187.5,172.5,183.5,177.0,2019
303,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",CH,Chemical Engineering,190.0,187.5,188.5,184.0,174.0,176.0,134.0,2019
304,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",FS,Food Technology (SS),186.0,176.0,183.5,173.5,139.5,170.0,147.25,2019
305,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",LE,Leather Technology,169.0,152.5,162.5,157.0,121.0,148.5,126.0,2019
306,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",PM,Pharmaceutical Tech (SS),179.0,175.5,173.5,167.0,143.0,150.5,124.5,2019
307,2,"University Departments of Anna University, Chennai - ACT Campus, Sardar Patel Road, Guindy, Chennai 600 025",TX,Textile Technology,173.0,159.5,165.0,164.5,133.5,142.0,139.5,2019
308,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AU,Automobile Engineering,187.5,179.0,185.0,177.5,155.5,170.0,150.0,2019
309,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CM,Computer Science and Engineering (SS),193.0,188.5,192.0,190.0,149.0,179.0,148.0,2019
310,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CS,Computer Science and Engineering,194.5,190.0,193.25,191.5,190.0,184.5,165.5,2019
311,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EC,Electronics and Communication Engineering,193.5,190.0,192.0,190.0,173.5,183.75,161.5,2019
312,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EM,Electronics and Communication Engg. (SS),191.0,186.0,190.0,185.5,144.0,173.0,143.0,2019
313,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",IM,Information Tech. (SS),190.0,187.5,190.0,185.5,143.5,170.5,146.0,2019
314,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",MF,Mechanical Engg. (SS),190.0,183.5,189.5,185.0,130.0,171.0,131.0,2019
315,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",PR,Production Engineering,184.0,178.25,179.5,175.5,131.5,158.5,142.0,2019
316,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",RP,Rubber and Plastic Tech.,178.0,169.0,171.5,163.5,124.0,144.0,131.25,2019
317,5,"Annamalai University Faculty of Engineering and Technology,Annamalai nagar,Cuddalore 608002",EC,Electronics and Communication Engineering,163.0,94.0,120.5,120.5,95.5,119.0,91.0,2019
318,1013,"University College of Engineering, Villupuram, Kakuppam, Villupuram District 605103",CS,Computer Science and Engineering,150.5,122.0,133.5,121.0,84.5,109.0,103.0,2019
319,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",CS,Computer Science and Engineering,168.0,149.5,150.75,152.0,98.0,135.5,102.0,2019
